sku_code,prod_date,start_time,end_time,bottles,headcount
B3011,2025-12-12,08:20:00,10:15:00,1682,
B3011,2026-01-09,08:00:00,10:45:00,3369,
B3011,2026-01-31,07:00:00,08:45:00,1675,
B3011,2026-02-11,08:00:00,09:30:00,1678,
B3011,2026-02-26,11:05:00,16:30:00,3373,
B3011,2026-04-01,19:40:00,20:30:00,1002,
B3011,2026-04-02,15:00:00,15:20:00,659,
B3011,2026-04-10,13:20:00,16:20:00,2816,
B3011,2026-05-08,08:30:00,10:10:00,1468,
B3011,2026-05-21,11:30:00,16:15:00,3135,
B3011,2026-06-09,15:35:00,17:00:00,1466,
B3011,2026-06-25,10:20:00,11:20:00,1278,
B3011,2026-07-14,11:00:00,13:40:00,1652,
B3011,2026-08-04,11:30:00,14:20:00,1651,7
B3011,2026-08-18,11:40:00,20:30:00,3325,6
B3020,2025-10-11,08:50:00,11:00:00,3272,
B3020,2025-10-29,08:00:00,11:00:00,6642,
B3020,2026-01-16,09:35:00,13:50:00,3237,
B3020,2026-02-10,13:00:00,14:35:00,3249,
B3020,2026-03-04,14:40:00,16:20:00,3237,
B3020,2026-03-31,14:25:00,16:30:00,3220,
B3020,2026-04-30,09:35:00,11:25:00,3235,
B3020,2026-05-12,08:20:00,11:25:00,3180,
B3020,2026-06-09,13:25:00,15:30:00,3334,
B3020,2026-07-25,09:40:00,12:00:00,3205,
B3020,2026-08-11,11:05:00,17:00:00,3212,9
B5011,2025-10-13,08:00:00,09:20:00,1652,
B5011,2025-10-30,14:00:00,16:55:00,3319,
B5011,2025-12-16,09:50:00,17:00:00,168,
B5011,2025-12-17,08:00:00,08:45:00,1266,
B5011,2026-01-16,08:00:00,09:35:00,1630,
B5011,2026-02-11,09:30:00,10:40:00,1649,
B5011,2026-03-10,13:00:00,16:20:00,3368,
B5011,2026-04-30,08:00:00,09:35:00,1640,
B5011,2026-05-25,11:20:00,13:50:00,1262,
B5011,2026-06-12,08:00:00,09:20:00,1316,
B5011,2026-07-14,09:30:00,11:00:00,1528,
B5011,2026-08-04,14:20:00,16:05:00,1761,6
C1010,2025-11-07,10:00:00,10:34:00,34,
C1010,2025-11-07,10:34:00,10:42:00,35,
C1010,2025-11-07,10:42:00,10:48:00,30,
C1010,2025-11-07,10:48:00,10:55:00,33,
C1010,2025-11-07,10:55:00,10:59:00,17,
C1010,2025-11-07,10:59:00,11:04:00,26,
C1010,2025-11-07,11:04:00,11:12:00,35,
C1010,2025-11-07,11:12:00,11:19:00,36,
C1010,2025-11-07,11:19:00,11:23:00,16,
C1010,2026-01-13,08:45:00,08:55:00,30,
C1010,2026-01-13,08:55:00,09:05:00,32,
C1010,2026-01-13,09:05:00,09:10:00,33,
C1010,2026-01-13,09:10:00,09:16:00,35,
C1010,2026-01-13,09:16:00,09:22:00,35,
C1010,2026-01-13,09:22:00,09:28:00,33,
C1010,2026-01-13,09:28:00,09:35:00,35,
C1010,2026-01-13,09:35:00,09:40:00,35,
C1010,2026-01-13,09:40:00,09:45:00,27,
C1010,2026-01-13,09:45:00,09:50:00,30,
C1010,2026-01-13,09:50:00,10:00:00,35,
C1010,2026-02-12,10:24:00,10:30:00,34,
C1010,2026-02-12,10:30:00,10:38:00,28,
C1010,2026-02-12,10:38:00,10:43:00,32,
C1010,2026-02-12,10:43:00,10:50:00,35,
C1010,2026-02-12,10:50:00,10:56:00,30,
C1010,2026-02-12,10:56:00,11:01:00,35,
C1010,2026-02-12,11:01:00,11:09:00,33,
C1010,2026-02-12,11:09:00,11:17:00,35,
C1010,2026-04-13,11:14:00,11:26:00,35,
C1010,2026-04-13,11:26:00,11:35:00,33,
C1010,2026-04-13,11:35:00,11:42:00,35,
C1010,2026-04-13,11:42:00,11:47:00,37,
C1010,2026-05-16,08:00:00,08:40:00,195,
C1010,2026-07-03,09:30:00,10:25:00,129,
C1010,2026-08-28,08:00:00,08:30:00,200,3
C1020,2025-10-14,15:30:00,17:50:00,727,
C1020,2025-10-28,08:00:00,08:30:00,437,
C1020,2025-10-31,09:00:00,11:00:00,577,
C1020,2025-11-24,14:00:00,16:30:00,727,
C1020,2025-11-27,15:30:00,16:55:00,439,
C1020,2025-12-16,09:00:00,15:20:00,874,
C1020,2026-01-06,08:00:00,10:30:00,240,
C1020,2026-01-14,09:30:00,13:30:00,1200,
C1020,2026-01-14,08:00:00,09:00:00,101,
C1020,2026-01-21,08:50:00,14:30:00,1018,
C1020,2026-02-06,08:00:00,11:00:00,436,
C1020,2026-02-11,14:10:00,16:40:00,1200,
C1020,2026-03-02,14:30:00,15:30:00,536,
C1020,2026-03-06,15:40:00,17:00:00,480,
C1020,2026-03-07,14:30:00,16:00:00,398,
C1020,2026-03-21,09:45:00,11:00:00,869,
C1020,2026-04-01,13:30:00,17:30:00,1452,
C1020,2026-04-18,08:00:00,10:45:00,720,
C1020,2026-04-24,13:00:00,16:00:00,1157,
C1030,2026-06-11,09:30:00,11:10:00,703,
C1030,2026-06-25,13:00:00,15:30:00,710,
C1030,2026-07-14,11:10:00,13:30:00,573,
C1030,2026-07-25,10:00:00,12:00:00,240,
C1030,2026-07-27,09:15:00,11:00:00,490,
C1030,2026-08-15,07:00:00,07:45:00,728,7
C1030,2026-08-20,16:30:00,19:20:00,726,5
C1030,2026-08-28,16:00:00,17:00:00,429,6
C3020,2025-10-14,08:10:00,08:23:00,38,
C3020,2025-10-14,08:23:00,08:32:00,38,
C3020,2025-10-14,08:32:00,08:48:00,35,
C3020,2025-10-14,08:48:00,08:55:00,35,
C3020,2025-10-14,08:55:00,09:04:00,31,
C3020,2025-10-14,09:04:00,09:13:00,37,
C3020,2025-11-28,11:30:00,11:42:00,33,
C3020,2025-11-28,11:42:00,11:50:00,38,
C3020,2025-11-28,11:50:00,11:55:00,36,
C3020,2026-01-10,13:00:00,13:11:00,34,
C3020,2026-01-10,13:11:00,13:18:00,38,
C3020,2026-01-10,13:18:00,13:27:00,38,
C3020,2026-01-10,13:27:00,13:32:00,35,
C3020,2026-01-10,13:32:00,13:39:00,34,
C3020,2026-01-10,13:39:00,13:46:00,35,
C3020,2026-02-06,08:49:00,08:58:00,34,
C3020,2026-02-06,08:58:00,09:10:00,33,
C3020,2026-02-06,09:10:00,09:15:00,35,
C3020,2026-02-06,09:15:00,09:20:00,34,
C3020,2026-02-06,09:20:00,09:25:00,38,
C3020,2026-02-06,09:25:00,09:30:00,35,
C3020,2026-02-06,09:30:00,09:35:00,38,
C3020,2026-02-06,09:35:00,09:40:00,35,
C3020,2026-04-13,08:55:00,09:26:00,35,
C3020,2026-04-13,09:26:00,09:42:00,35,
C3020,2026-04-13,09:42:00,09:49:00,35,
C3020,2026-04-13,09:49:00,09:54:00,37,
C3020,2026-04-13,09:54:00,10:00:00,35,
C3020,2026-04-13,10:00:00,10:11:00,37,
C3020,2026-04-13,10:11:00,10:18:00,35,
C3020,2026-04-13,10:18:00,10:25:00,34,
C3020,2026-05-19,09:00:00,09:20:00,212,
C3020,2026-07-09,08:00:00,09:30:00,141,
C3020,2026-08-20,11:20:00,15:10:00,348,4
C3020-1,2025-12-29,09:22:00,09:31:00,35,
C3020-1,2025-12-29,09:31:00,09:36:00,37,
C3020-1,2025-12-29,09:36:00,09:42:00,37,
C3070,2025-10-27,15:00:00,18:30:00,466,
C3070,2025-11-27,16:55:00,18:30:00,370,
C3070,2025-12-16,14:40:00,17:30:00,294,
C3070,2026-01-13,10:00:00,11:10:00,321,
C3070,2026-01-13,08:00:00,08:45:00,120,
C3070,2026-03-06,14:00:00,15:30:00,455,
C3070,2026-04-04,09:00:00,12:00:00,447,
C3070,2026-04-23,17:30:00,19:30:00,590,
C3070,2026-05-19,11:50:00,12:00:00,40,
C3070,2026-05-19,13:00:00,13:20:00,291,
C3080,2025-11-17,08:00:00,10:00:00,297,
C3080,2025-11-24,10:20:00,12:00:00,223,
C3080,2025-12-16,13:40:00,17:50:00,766,
C3080,2025-12-29,09:45:00,10:40:00,599,
C3081,2026-07-14,09:20:00,11:00:00,293,
C3081,2026-08-15,07:45:00,09:30:00,358,4
C5010,2025-11-27,14:30:00,15:30:00,345,
C5010,2026-01-16,10:00:00,10:45:00,259,
C5010,2026-02-13,08:35:00,09:00:00,341,
C5010,2026-04-04,07:00:00,09:00:00,425,
C5010,2026-04-23,17:50:00,18:20:00,341,
C5020,2026-06-25,08:00:00,08:40:00,415,
C5020,2026-08-08,07:00:00,07:50:00,352,8
C7010,2025-10-31,11:00:00,11:30:00,200,
C7010,2026-01-12,16:00:00,18:00:00,273,
C7010,2026-03-14,10:05:00,11:45:00,419,
C7010,2026-05-13,16:45:00,17:00:00,144,
C7010,2026-05-14,08:05:00,08:20:00,203,
C7020,2026-04-28,08:00:00,13:10:00,834,
C7020,2026-06-03,11:40:00,16:35:00,846,
C7020,2026-06-17,13:00:00,14:30:00,530,
C7020,2026-07-21,08:00:00,10:30:00,271,
C7020,2026-08-07,10:00:00,11:35:00,275,5
C7021,2026-06-11,09:30:00,10:20:00,264,
C7021,2026-07-02,13:00:00,15:40:00,268,
C7021,2026-08-07,08:25:00,12:00:00,258,5
C7021,2026-08-28,13:00:00,14:00:00,401,5
C9030,2025-12-16,15:30:00,16:00:00,284,
C9030,2026-03-14,09:00:00,10:00:00,279,
C9030,2026-05-14,07:00:00,08:05:00,350,
C9050,2025-12-15,13:00:00,13:45:00,101,
C9050,2026-01-14,13:30:00,14:00:00,100,
C9050,2026-04-24,09:10:00,10:10:00,96,
D0111,2025-10-17,09:40:00,11:05:00,518,
D0111,2025-11-13,14:40:00,15:40:00,305,
D0111,2025-11-25,08:00:00,08:30:00,9,
D0111,2025-12-05,08:30:00,09:25:00,304,
D0111,2025-12-10,16:15:00,16:35:00,11,
D0111,2025-12-18,08:20:00,08:25:00,9,
D0111,2025-12-23,10:50:00,11:20:00,197,
D0111,2026-01-02,15:05:00,15:40:00,198,
D0111,2026-01-15,16:12:00,17:00:00,198,
D0111,2026-01-28,08:00:00,08:30:00,161,
D0111,2026-01-30,19:50:00,20:30:00,39,
D0111,2026-01-31,08:45:00,10:15:00,673,
D0111,2026-02-07,08:00:00,09:00:00,332,
D0111,2026-02-11,14:10:00,15:00:00,331,
D0111,2026-03-02,11:10:00,13:30:00,449,
D0111,2026-04-09,15:10:00,16:05:00,334,
D0111,2026-05-16,07:00:00,08:15:00,330,
D0111,2026-05-28,14:00:00,15:50:00,332,
D0111,2026-07-08,08:00:00,09:35:00,447,
D0111,2026-07-30,14:50:00,15:50:00,309,
D0113,2025-10-09,15:20:00,17:00:00,523,
D0113,2025-10-20,08:00:00,09:30:00,515,
D0113,2025-11-05,09:00:00,10:05:00,514,
D0113,2025-11-14,08:20:00,09:30:00,540,
D0113,2025-11-29,11:00:00,12:00:00,150,
D0113,2025-12-01,13:40:00,14:45:00,269,
D0113,2025-12-08,10:00:00,11:45:00,639,
D0113,2025-12-10,14:45:00,16:15:00,526,
D0113,2026-01-10,07:00:00,08:40:00,629,
D0113,2026-01-21,11:30:00,14:25:00,637,
D0113,2026-02-02,13:50:00,15:45:00,641,
D0113,2026-02-05,09:00:00,11:00:00,636,
D0113,2026-03-05,16:05:00,17:00:00,316,
D0113,2026-03-13,20:00:00,20:30:00,150,
D0113,2026-03-14,07:35:00,09:55:00,377,
D0113,2026-03-26,20:00:00,20:30:00,105,
D0113,2026-03-27,08:00:00,09:40:00,415,
D0113,2026-04-09,16:05:00,17:00:00,313,
D0113,2026-04-17,13:00:00,14:00:00,431,
D0113,2026-04-28,14:30:00,16:00:00,416,
D0113,2026-05-08,10:10:00,11:30:00,312,
D0113,2026-05-15,11:45:00,14:50:00,320,
D0113,2026-05-22,14:15:00,14:40:00,114,
D0113,2026-05-22,16:45:00,17:00:00,48,
D0113,2026-05-25,08:00:00,08:45:00,262,
D0113,2026-05-28,15:50:00,17:00:00,421,
D0113,2026-06-04,13:30:00,14:45:00,422,
D0113,2026-06-16,09:00:00,10:30:00,423,
D0113,2026-06-25,13:30:00,14:50:00,421,
D0113,2026-07-20,08:00:00,08:50:00,320,
D0113,2026-07-27,08:00:00,08:15:00,57,
D0113,2026-07-28,08:40:00,09:50:00,370,
D0113,2026-07-31,10:15:00,12:00:00,532,
D0113,2026-08-17,09:30:00,09:50:00,39,3
D0113,2026-08-18,08:30:00,09:25:00,321,5
D0113,2026-08-18,09:25:00,09:55:00,161,4
D0113,2026-08-26,17:00:00,18:20:00,507,6
D0114,2025-10-11,11:00:00,12:00:00,360,
D0114,2025-10-13,09:20:00,09:50:00,164,
D0114,2025-11-04,08:20:00,09:20:00,420,
D0114,2025-11-20,14:10:00,15:10:00,426,
D0114,2025-12-05,09:25:00,10:00:00,211,
D0114,2025-12-12,08:20:00,10:15:00,211,
D0114,2025-12-23,09:20:00,10:30:00,429,
D0114,2026-01-22,18:25:00,20:00:00,540,
D0114,2026-01-28,17:10:00,19:00:00,431,
D0114,2026-02-25,15:10:00,16:00:00,423,
D0114,2026-03-23,08:00:00,08:20:00,56,
D0114,2026-03-23,10:10:00,11:00:00,250,
D0114,2026-03-28,09:10:00,10:15:00,430,
D0114,2026-04-22,16:45:00,17:35:00,312,
D0114,2026-04-29,13:50:00,14:50:00,316,
D0114,2026-05-14,17:00:00,18:40:00,431,
D0114,2026-05-28,13:30:00,14:50:00,430,
D0114,2026-07-03,16:30:00,17:00:00,207,
D0114,2026-07-14,14:50:00,16:00:00,325,
D0114,2026-07-21,11:50:00,14:10:00,427,
D0114,2026-08-11,16:30:00,17:00:00,111,4
D0114,2026-08-12,14:15:00,15:35:00,319,4
D0114,2026-08-28,08:50:00,09:40:00,311,5
D0115-1,2025-12-23,10:30:00,10:50:00,156,
D0115-1,2026-04-15,09:45:00,10:25:00,152,
D0115-1,2026-05-06,10:30:00,11:00:00,98,
D0120,2026-05-16,11:35:00,12:00:00,105,
D0131,2025-10-15,16:00:00,17:30:00,407,
D0131,2025-10-23,16:20:00,17:00:00,306,
D0131,2025-12-08,08:00:00,08:30:00,73,
D0131,2025-12-08,09:00:00,10:00:00,332,
D0131,2025-12-18,16:30:00,18:00:00,407,
D0131,2026-01-22,20:05:00,20:25:00,111,
D0131,2026-01-24,07:00:00,08:20:00,289,
D0131,2026-02-07,07:00:00,08:00:00,302,
D0131,2026-03-02,13:35:00,14:30:00,300,
D0131,2026-03-20,15:15:00,16:30:00,301,
D0131,2026-04-01,18:00:00,18:40:00,200,
D0131,2026-04-15,10:25:00,11:25:00,308,
D0131,2026-04-30,15:25:00,16:10:00,297,
D0131,2026-05-19,08:10:00,08:45:00,301,
D0131,2026-06-11,08:00:00,09:30:00,302,
D0131,2026-07-20,08:50:00,09:30:00,197,
D0131,2026-07-23,17:00:00,19:10:00,402,
D0131,2026-08-20,14:00:00,14:20:00,51,5
D0133,2026-04-30,15:00:00,15:25:00,107,
D0134,2026-07-06,10:25:00,11:15:00,309,
D0134,2026-07-27,08:15:00,08:30:00,96,
D0134,2026-07-27,16:40:00,17:00:00,105,
D0134,2026-07-28,08:00:00,08:40:00,214,
D0134,2026-08-20,08:40:00,09:50:00,413,4
D0140-1,2026-01-26,18:30:00,20:30:00,600,
D0140-1,2026-04-17,14:45:00,16:05:00,297,
D0141,2026-04-15,09:20:00,09:45:00,20,
D0141,2026-04-17,14:00:00,14:45:00,306,
D0141,2026-05-08,11:30:00,13:20:00,184,
D0141,2026-05-08,18:30:00,18:50:00,124,
D0174,2026-06-04,13:00:00,13:20:00,23,
D0174,2026-06-05,11:25:00,13:15:00,316,
D0174,2026-07-08,09:35:00,10:05:00,157,
D0174,2026-07-16,08:00:00,08:50:00,264,
D0174,2026-07-29,14:20:00,15:10:00,200,
D0191-2,2025-10-25,09:40:00,10:00:00,99,
D0191-2,2025-10-30,09:50:00,10:25:00,207,
D0191-2,2025-11-03,08:00:00,09:20:00,423,
D0191-2,2025-11-13,13:50:00,14:40:00,205,
D0191-2,2025-11-25,20:15:00,20:30:00,51,
D0191-2,2025-11-26,14:10:00,14:30:00,102,
D0191-2,2025-12-02,14:25:00,15:00:00,209,
D0191-2,2025-12-18,08:10:00,08:20:00,25,
D0191-2,2025-12-18,16:00:00,16:30:00,182,
D0191-2,2025-12-31,10:00:00,10:30:00,124,
D0195-1,2026-06-18,08:00:00,08:30:00,95,
D0195-1,2026-07-08,10:05:00,10:55:00,204,
D0210,2025-10-01,08:00:00,10:30:00,734,
D0210,2025-10-04,09:00:00,11:40:00,969,
D0210,2025-10-16,13:40:00,15:30:00,637,
D0210,2025-10-25,10:30:00,12:00:00,450,
D0210,2025-10-27,13:50:00,15:00:00,331,
D0210,2025-11-22,08:50:00,11:30:00,790,
D0210,2025-12-15,11:40:00,15:00:00,789,
D0210,2025-12-29,16:00:00,18:30:00,450,
D0210,2025-12-30,11:00:00,11:45:00,281,
D0210,2026-01-08,18:50:00,20:30:00,450,
D0210,2026-01-09,11:25:00,13:30:00,385,
D0210,2026-01-21,15:35:00,18:00:00,779,
D0210,2026-02-02,15:45:00,16:50:00,300,
D0210,2026-02-03,15:40:00,20:10:00,337,
D0210,2026-02-06,11:00:00,14:25:00,725,
D0210,2026-02-10,14:35:00,16:30:00,521,
D0210,2026-02-12,13:45:00,15:00:00,409,
D0210,2026-03-06,17:00:00,20:20:00,750,
D0210,2026-03-07,13:00:00,13:40:00,188,
D0210,2026-03-12,19:40:00,20:30:00,207,
D0210,2026-03-13,17:00:00,17:30:00,105,
D0210,2026-03-20,19:40:00,20:30:00,150,
D0210,2026-03-23,08:20:00,10:10:00,686,
D0210,2026-03-25,17:50:00,20:30:00,651,
D0210,2026-03-26,19:30:00,20:00:00,84,
D0210,2026-04-02,19:55:00,20:30:00,150,
D0210,2026-04-04,08:00:00,10:00:00,622,
D0210,2026-04-11,10:15:00,11:00:00,150,
D0210,2026-04-13,08:00:00,08:55:00,365,
D0210,2026-04-16,10:40:00,18:00:00,900,
D0210,2026-04-17,11:45:00,12:00:00,148,
D0210,2026-04-24,09:45:00,11:50:00,721,
D0210,2026-05-07,10:50:00,14:40:00,788,
D0210,2026-05-16,14:20:00,17:00:00,789,
D0210,2026-05-19,08:00:00,08:05:00,34,
D0210,2026-05-25,13:50:00,14:20:00,57,
D0210,2026-05-27,08:00:00,09:20:00,459,
D0210,2026-05-27,16:10:00,17:00:00,311,
D0210,2026-06-03,10:20:00,13:15:00,520,
D0210,2026-06-10,08:00:00,10:30:00,734,
D0210,2026-06-18,08:30:00,10:30:00,519,
D0210,2026-06-25,09:00:00,11:10:00,616,
D0210,2026-07-13,14:50:00,17:00:00,617,
D0210,2026-07-17,10:45:00,13:40:00,600,
D0210,2026-07-20,15:40:00,16:40:00,240,
D0210,2026-07-25,09:00:00,10:35:00,415,
D0210,2026-08-01,09:40:00,11:40:00,526,5
D0210,2026-08-28,10:00:00,13:10:00,627,5
D0230,2025-10-14,13:15:00,15:30:00,513,
D0230,2025-11-12,10:45:00,11:50:00,307,
D0230,2025-11-28,08:25:00,09:10:00,297,
D0230,2025-12-15,10:35:00,11:40:00,302,
D0230,2025-12-29,11:30:00,13:45:00,454,
D0230,2026-01-24,11:05:00,12:00:00,150,
D0230,2026-01-26,17:00:00,18:00:00,346,
D0230,2026-02-12,10:50:00,13:45:00,405,
D0230,2026-03-12,17:25:00,19:35:00,443,
D0230,2026-03-27,17:20:00,20:00:00,552,
D0230,2026-03-28,07:00:00,07:20:00,54,
D0230,2026-04-11,07:00:00,08:15:00,397,
D0230,2026-04-14,19:30:00,20:30:00,150,
D0230,2026-04-15,17:00:00,18:10:00,452,
D0230,2026-05-12,14:30:00,17:00:00,747,
D0230,2026-05-13,14:10:00,15:50:00,495,
D0230,2026-06-03,08:25:00,10:20:00,410,
D0230,2026-06-17,15:10:00,17:00:00,400,
D0230,2026-06-25,11:10:00,13:30:00,299,
D0230,2026-07-09,16:00:00,17:00:00,150,
D0230,2026-07-13,13:50:00,14:50:00,401,
D0230,2026-07-25,08:05:00,09:00:00,298,
D0230,2026-08-05,08:00:00,08:50:00,305,5
D0230,2026-08-13,09:15:00,10:45:00,402,5
D0230,2026-08-28,13:10:00,15:00:00,508,5
D0231,2025-11-18,13:00:00,13:35:00,212,
D0231,2025-12-02,15:00:00,16:35:00,470,
D0231,2025-12-16,09:50:00,12:00:00,311,
D0231,2026-01-27,08:00:00,09:50:00,615,
D0231,2026-02-11,10:40:00,12:00:00,323,
D0231,2026-03-05,17:00:00,18:15:00,316,
D0231,2026-04-14,16:30:00,19:30:00,485,
D0231,2026-05-27,09:20:00,09:50:00,155,
D0231,2026-06-09,09:00:00,10:15:00,307,
D0231,2026-07-02,09:00:00,09:35:00,157,
D0231,2026-07-14,13:40:00,14:50:00,318,
D0231,2026-07-31,08:00:00,09:00:00,315,
D0231,2026-08-12,19:35:00,20:30:00,213,5
D0241,2025-10-30,10:25:00,10:55:00,148,
D0241,2026-01-02,15:40:00,16:00:00,57,
D0241,2026-01-05,09:00:00,09:30:00,89,
D0241,2026-02-06,10:00:00,11:30:00,144,
D0241,2026-03-12,16:45:00,17:25:00,142,
D0241,2026-04-02,19:10:00,19:55:00,141,
D0241,2026-04-28,13:20:00,13:50:00,141,
D0241,2026-05-12,13:40:00,14:30:00,150,
D0243,2025-10-02,14:20:00,15:00:00,183,
D0243,2025-10-03,13:00:00,13:40:00,126,
D0243,2025-10-14,15:30:00,17:10:00,442,
D0243,2025-11-22,11:30:00,13:15:00,148,
D0243,2025-12-11,09:45:00,10:20:00,145,
D0243,2026-01-21,14:25:00,15:35:00,300,
D0243,2026-04-22,15:50:00,16:45:00,290,
D0250,2025-10-08,19:25:00,20:00:00,150,
D0250,2025-11-14,15:00:00,15:35:00,150,
D0250,2025-11-29,10:30:00,11:00:00,131,
D0250,2025-12-16,13:00:00,13:40:00,227,
D0250,2025-12-29,11:00:00,11:30:00,174,
D0250,2026-04-04,10:00:00,10:40:00,165,
D0250,2026-05-11,17:00:00,17:50:00,176,
D0250,2026-06-03,13:45:00,14:20:00,148,
D0250,2026-07-28,09:50:00,10:30:00,145,
D0250,2026-08-19,16:00:00,16:45:00,145,7
D0290,2025-10-04,11:45:00,11:55:00,96,
D0290,2025-10-07,08:00:00,08:30:00,54,
D0290,2025-11-14,15:35:00,16:10:00,155,
D0290,2025-12-23,17:00:00,17:40:00,155,
D0290,2026-01-08,17:00:00,17:40:00,154,
D0290,2026-02-12,15:00:00,15:30:00,146,
D0290,2026-03-20,18:30:00,19:40:00,306,
D0290,2026-04-28,13:50:00,14:30:00,150,
D0290,2026-05-13,13:30:00,14:10:00,151,
D0290,2026-06-03,13:15:00,13:45:00,150,
D0290,2026-06-18,15:30:00,16:00:00,154,
D0290,2026-07-02,09:35:00,10:05:00,149,
D0290,2026-07-20,16:40:00,17:00:00,154,
D0290,2026-07-23,11:00:00,11:35:00,149,
D0290,2026-08-10,13:05:00,13:40:00,150,5
D0291,2025-10-03,15:00:00,16:00:00,316,
D0291,2025-10-25,10:00:00,10:30:00,152,
D0291,2025-11-07,08:00:00,09:10:00,311,
D0291,2025-12-11,10:20:00,11:15:00,308,
D0291,2025-12-24,16:20:00,17:00:00,255,
D0291,2025-12-29,10:40:00,11:00:00,51,
D0291,2026-01-08,17:40:00,18:50:00,152,
D0291,2026-02-06,14:25:00,15:30:00,312,
D0291,2026-03-07,13:40:00,14:45:00,305,
D0291,2026-03-28,07:20:00,09:00:00,513,
D0291,2026-04-11,08:15:00,10:15:00,616,
D0291,2026-04-24,08:50:00,09:45:00,306,
D0291,2026-05-13,15:50:00,17:00:00,300,
D0291,2026-06-15,10:15:00,11:20:00,409,
D0291,2026-07-01,15:40:00,17:00:00,202,
D0291,2026-07-16,16:20:00,17:20:00,309,
D0291,2026-07-25,10:35:00,11:30:00,305,
D0291,2026-08-04,15:25:00,18:30:00,781,6
D0291,2026-08-12,17:10:00,19:35:00,620,5
D0310,2025-10-01,10:30:00,12:00:00,308,
D0310,2025-10-01,13:00:00,13:45:00,213,
D0310,2025-10-02,10:20:00,11:25:00,308,
D0310,2025-10-02,11:25:00,13:25:00,324,
D0310,2025-10-03,16:00:00,16:40:00,306,
D0310,2025-10-03,16:40:00,17:00:00,174,
D0310,2025-10-04,08:40:00,08:55:00,148,
D0310,2025-10-09,13:10:00,14:20:00,315,
D0310,2025-10-09,14:20:00,15:20:00,318,
D0310,2025-10-13,09:50:00,10:55:00,301,
D0310,2025-10-13,10:55:00,11:50:00,322,
D0310,2025-10-16,10:30:00,11:35:00,353,
D0310,2025-10-16,11:35:00,13:40:00,369,
D0310,2025-10-18,09:45:00,11:10:00,419,
D0310,2025-10-18,11:10:00,12:00:00,315,
D0310,2025-10-21,09:40:00,10:50:00,302,
D0310,2025-10-21,10:50:00,11:30:00,218,
D0310,2025-10-22,08:00:00,09:00:00,147,
D0310,2025-10-23,08:00:00,09:40:00,310,
D0310,2025-10-23,09:40:00,10:50:00,310,
D0310,2025-10-28,08:30:00,10:35:00,301,
D0310,2025-10-28,10:35:00,13:40:00,315,
D0310,2025-10-29,13:40:00,14:45:00,302,
D0310,2025-10-29,14:45:00,15:10:00,211,
D0310,2025-10-30,10:55:00,13:05:00,307,
D0310,2025-10-30,13:05:00,14:00:00,318,
D0310,2025-11-03,09:20:00,10:20:00,303,
D0310,2025-11-03,10:20:00,11:10:00,317,
D0310,2025-11-04,09:20:00,10:05:00,307,
D0310,2025-11-04,10:05:00,10:40:00,212,
D0310,2025-11-05,08:00:00,08:30:00,202,
D0310,2025-11-05,08:30:00,09:00:00,210,
D0310,2025-11-06,13:00:00,13:55:00,302,
D0310,2025-11-06,13:55:00,14:40:00,217,
D0310,2025-11-12,08:00:00,09:00:00,304,
D0310,2025-11-12,10:00:00,10:45:00,318,
D0310,2025-11-13,11:25:00,13:10:00,204,
D0310,2025-11-13,13:10:00,13:50:00,214,
D0310,2025-11-17,10:00:00,10:40:00,296,
D0310,2025-11-17,10:40:00,11:30:00,324,
D0310,2025-11-19,19:30:00,20:30:00,261,
D0310,2025-11-20,13:20:00,13:30:00,67,
D0310,2025-11-20,13:30:00,14:10:00,209,
D0310,2025-11-20,17:00:00,17:45:00,302,
D0310,2025-11-20,17:45:00,18:30:00,316,
D0310,2025-11-22,07:40:00,08:15:00,198,
D0310,2025-11-22,08:15:00,08:50:00,212,
D0310,2025-11-25,18:30:00,19:10:00,307,
D0310,2025-11-25,19:10:00,20:15:00,316,
D0310,2025-11-28,09:10:00,09:50:00,308,
D0310,2025-11-28,09:50:00,10:45:00,317,
D0310,2025-12-01,16:00:00,17:00:00,309,
D0310,2025-12-02,11:30:00,13:20:00,315,
D0310,2025-12-02,13:20:00,13:50:00,202,
D0310,2025-12-02,13:50:00,14:25:00,209,
D0310,2025-12-03,16:15:00,17:00:00,297,
D0310,2025-12-03,17:00:00,17:50:00,317,
D0310,2025-12-04,17:15:00,17:55:00,210,
D0310,2025-12-04,17:55:00,18:30:00,144,
D0310,2025-12-05,08:00:00,08:30:00,168,
D0310,2025-12-05,13:30:00,14:10:00,202,
D0310,2025-12-09,15:40:00,16:15:00,200,
D0310,2025-12-09,16:15:00,17:00:00,213,
D0310,2025-12-10,08:00:00,09:00:00,302,
D0310,2025-12-10,09:00:00,10:00:00,317,
D0310,2025-12-11,11:15:00,13:10:00,213,
D0310,2025-12-11,13:10:00,14:20:00,302,
D0310,2025-12-17,16:05:00,17:00:00,329,
D0310,2025-12-18,08:00:00,09:10:00,341,
D0310,2025-12-18,18:00:00,18:30:00,66,
D0310,2025-12-19,09:40:00,10:00:00,131,
D0310,2025-12-19,10:00:00,10:45:00,209,
D0310,2025-12-19,10:45:00,11:45:00,304,
D0310,2025-12-19,11:45:00,13:45:00,321,
D0310,2025-12-22,15:30:00,16:20:00,219,
D0310,2025-12-22,16:20:00,17:00:00,180,
D0310,2025-12-23,09:00:00,09:20:00,54,
